file:smglom/db/source/mod/ERD.en.tex,ERD?ERD,en,ERD,entity relationship diagram
file:smglom/db/source/mod/ERD.en.tex,ERD?attribute,en,attribute
file:smglom/db/source/mod/ERD.en.tex,ERD?ERD?relation,en,ERD?relation
file:smglom/db/source/mod/ERD.en.tex,ERD?entity,en,entities
file:smglom/db/source/mod/DDL.en.tex,DDL?DDL,en,data definition language,DDL
file:smglom/db/source/mod/database-schema.en.tex,database-schema?database-schema,en,database schema
file:smglom/db/source/mod/RDBMS.en.tex,RDBMS?RDBMS,en,relational database management system,RDBMS
file:smglom/db/source/mod/RDBMS.en.tex,RDBMS?table,en,table
file:smglom/db/source/mod/RDBMS.en.tex,RDBMS?row,en,database record,row
file:smglom/db/source/mod/RDBMS.en.tex,RDBMS?RDBMS?value,en,RDBMS?value
file:smglom/db/source/mod/RDBMS.en.tex,RDBMS?column,en,column attribute,column
file:smglom/db/source/mod/RDBMS.en.tex,RDBMS?null-value,en,null value
file:smglom/db/source/mod/foreign-key.en.tex,foreign-key?foreign-key,en,foreign key
file:smglom/db/source/mod/foreign-key.en.tex,foreign-key?child-table,en,child table
file:smglom/db/source/mod/foreign-key.en.tex,foreign-key?parent-table,en,parent table,reference \sn{table
file:smglom/db/source/mod/database-browser.en.tex,database-browser?database-browser,en,database browser
file:smglom/db/source/mod/SQL.en.tex,SQL?SQL,en,structured query language,SQL
file:smglom/db/source/mod/SQL.en.tex,SQL?instruction,en,instruction
file:smglom/db/source/mod/data-integrity.en.tex,data-integrity?data-integrity,en,data integrity
file:smglom/db/source/mod/data-integrity.en.tex,data-integrity?integrity-constraint,en,integrity constraint
file:smglom/db/source/mod/primary-key.en.tex,primary-key?primary-key,en,primary key
file:smglom/db/source/mod/primary-key.en.tex,primary-key?unique,en,unique
file:smglom/db/source/mod/DBMS.en.tex,DBMS?DBMS,en,database management system,DBMS
file:smglom/algebra/source/mod/cyclic-group.zhs.tex,cyclic-group?cyclic-group,zhs,循环群
file:smglom/algebra/source/mod/lattice.de.tex,lattice?lattice,de,Verband
file:smglom/algebra/source/mod/field.zhs.tex,field?field,zhs,域
file:smglom/algebra/source/mod/field.zhs.tex,field?multiplicative-inverse,zhs,乘法可逆 元
file:smglom/algebra/source/mod/field.zhs.tex,field?division,zhs,除法
file:smglom/algebra/source/mod/moufang-loop.en.tex,moufang-loop?Moufang-identity,en,Moufang identity
file:smglom/algebra/source/mod/moufang-loop.en.tex,moufang-loop?Moufang-loop,en,Moufang loop
file:smglom/algebra/source/mod/commutativering.de.tex,commutativering?commutative-ring,de,kommutativer Ring
file:smglom/algebra/source/mod/subring.en.tex,subring?ring-extension,en,ring extension
file:smglom/algebra/source/mod/subring.en.tex,subring?proper-subring,en,proper subring
file:smglom/algebra/source/mod/subring.en.tex,subring?proper-ring-extension,en,proper ring extension
file:smglom/algebra/source/mod/subring.en.tex,subring?subring,en,subring
file:smglom/algebra/source/mod/matroid.en.tex,matroid?matroid,en,matroid
file:smglom/algebra/source/mod/matroid.en.tex,matroid?augmentation-property,en,independent set exchange property,augmentation property
file:smglom/algebra/source/mod/algebraicallyclosedfield.en.tex,algebraicallyclosedfield?algebraically-closed,en,algebraically closed
file:smglom/algebra/source/mod/algebraiccurve.en.tex,algebraiccurve?algebraic-curve,en,algebraic curve
file:smglom/algebra/source/mod/ring.en.tex,ring?ring,en,ring
file:smglom/algebra/source/mod/ring.en.tex,ring?additive-structure,en,additive structure
file:smglom/algebra/source/mod/ring.en.tex,ring?multiplicative-structure,en,multiplicative structure
file:smglom/algebra/source/mod/ring.en.tex,ring?additive-inverse,en,additive inverse
file:smglom/algebra/source/mod/ring.en.tex,ring?zero,en,zero
file:smglom/algebra/source/mod/ring.en.tex,ring?one,en,one
file:smglom/algebra/source/mod/ring.en.tex,ring?subtraction,en,subtraction
file:smglom/algebra/source/mod/ring.en.tex,ring?plus,en,addition
file:smglom/algebra/source/mod/ring.en.tex,ring?mult,en,multiplication
file:smglom/algebra/source/mod/divgroup.en.tex,divgroup?group,en,group
file:smglom/algebra/source/mod/divgroup.en.tex,divgroup?division,en,division
file:smglom/algebra/source/mod/semigroup.de.tex,semigroup?semigroup,de,Halbgruppe
file:smglom/algebra/source/mod/general-linear-group.zhs.tex,general-linear-group?general-linear-group,zhs,一般线性群
file:smglom/algebra/source/mod/semigroup.en.tex,semigroup?semigroup,en,semigroup
file:smglom/algebra/source/mod/unital.en.tex,unital?unital,en,unital
file:smglom/algebra/source/mod/unital.en.tex,unital?unit,en,identity,unit
file:smglom/algebra/source/mod/unital.en.tex,unital?nonunits,en,nonunits
file:smglom/algebra/source/mod/group.de.tex,group?group,de,Gruppe
file:smglom/algebra/source/mod/group.de.tex,group?inverse-function,de,Inversenfunktion
file:smglom/algebra/source/mod/simple-group.de.tex,simple-group?simple-group,de,einfach
file:smglom/algebra/source/mod/monoid.zhs.tex,monoid?monoid,zhs,幺半群
file:smglom/algebra/source/mod/generating-set-group.de.tex,generating-set-group?generating-set,de,Erzeugendensystem
file:smglom/algebra/source/mod/generating-set-group.de.tex,generating-set-group?generated,de,erzeugt
file:smglom/algebra/source/mod/generating-set-group.de.tex,generating-set-group?generated-subgroup,de,erzeugte Untergruppe
file:smglom/algebra/source/mod/generating-set-group.de.tex,generating-set-group?generates,de,erzeugt
file:smglom/algebra/source/mod/magma-homomorphism.en.tex,magma-homomorphism?magma-homomorphism,en,magma homomorphism
file:smglom/algebra/source/mod/algebraicvariety.en.tex,algebraicvariety?algebraic-variety,en,algebraic variety
file:smglom/algebra/source/mod/commutative.zhs.tex,commutative?commutative,zhs,可 交换的,可交换
file:smglom/algebra/source/mod/left-unital.en.tex,left-unital?left-unital,en,left unital
file:smglom/algebra/source/mod/left-unital.en.tex,left-unital?left-unit,en,left unit,left identity
file:smglom/algebra/source/mod/left-unital.en.tex,left-unital?lunit,en,lunit
file:smglom/algebra/source/mod/ordered-ring.en.tex,ordered-ring?ordered-ring,en,ordered ring
file:smglom/algebra/source/mod/euclidean-domain.de.tex,euclidean-domain?euclidean-domain,de,Euklidischer Ring
file:smglom/algebra/source/mod/distributive-lattice.de.tex,distributive-lattice?distributive-lattice,de,distributiv
file:smglom/algebra/source/mod/coset.de.tex,coset?left-coset,de,linke Nebenklasse
file:smglom/algebra/source/mod/coset.de.tex,coset?right-coset,de,rechte Nebenklasse
file:smglom/algebra/source/mod/ring2.en.tex,ring2?ring,en,ring
file:smglom/algebra/source/mod/commutativemonoid.zhs.tex,commutativemonoid?commutative-monoid,zhs,阿贝尔幺半群,交换幺半群
file:smglom/algebra/source/mod/conjugation.de.tex,conjugation?conjugate,de,konjugiert
file:smglom/algebra/source/mod/conjugation.de.tex,conjugation?conjugation-homomorphism,de,Konjugationshomomorphismus
file:smglom/algebra/source/mod/conjugation.de.tex,conjugation?conjugation,de,Konjugation
file:smglom/algebra/source/mod/unique-factorization-domain.en.tex,unique-factorization-domain?unique-factorization-domain,en,unique factorization domain
file:smglom/algebra/source/mod/irreduciblepolynomial.zhs.tex,irreduciblepolynomial?irreducible,zhs,不可约
file:smglom/algebra/source/mod/galoisextension.en.tex,galoisextension?Galois-extension,en,Galois extension
file:smglom/algebra/source/mod/extension-degree.zhs.tex,extension-degree?degree,zhs,次数
file:smglom/algebra/source/mod/cyclic-group.de.tex,cyclic-group?cyclic-group,de,zyklische Gruppe
file:smglom/algebra/source/mod/matroid.zhs.tex,matroid?matroid,zhs,拟阵
file:smglom/algebra/source/mod/matroid.zhs.tex,matroid?augmentation-property,zhs,扩充特 性,独立集交换特性
file:smglom/algebra/source/mod/coxetergroup.en.tex,coxetergroup?Coxeter-group,en,Coxeter group
file:smglom/algebra/source/mod/divgroup.de.tex,divgroup?group,de,Gruppe
file:smglom/algebra/source/mod/divgroup.de.tex,divgroup?division,de,Division
file:smglom/algebra/source/mod/right-unital.en.tex,right-unital?right-unital,en,right unital
file:smglom/algebra/source/mod/right-unital.en.tex,right-unital?right-unit,en,right unit,right identity
file:smglom/algebra/source/mod/right-unital.en.tex,right-unital?runit,en,runit
file:smglom/algebra/source/mod/commutativering.en.tex,commutativering?commutative-ring,en,commutative ring
file:smglom/algebra/source/mod/distributive-lattice.zhs.tex,distributive-lattice?distributive-lattice,zhs,分配格
file:smglom/algebra/source/mod/function-zero.zhs.tex,function-zero?zero,zhs,零点
file:smglom/algebra/source/mod/mvalgebra.en.tex,mvalgebra?MV-algebra,en,MV-algebra
file:smglom/algebra/source/mod/mvalgebra.en.tex,mvalgebra?bset,en,bset
file:smglom/algebra/source/mod/mvalgebra.en.tex,mvalgebra?operation,en,operation
file:smglom/algebra/source/mod/mvalgebra.en.tex,mvalgebra?unit,en,unit
file:smglom/algebra/source/mod/mvalgebra.en.tex,mvalgebra?negation],en,negation]
file:smglom/algebra/source/mod/period.zhs.tex,period?order,zhs,周期,阶
file:smglom/algebra/source/mod/period.zhs.tex,period?infinite-order,zhs,无穷阶
file:smglom/algebra/source/mod/algebraic.de.tex,algebraic?algebraic,de,algebraisch
file:smglom/algebra/source/mod/algebraicgroup.en.tex,algebraicgroup?algebraic-group,en,algebraic group
file:smglom/algebra/source/mod/associative.en.tex,associative?associative,en,associative
file:smglom/algebra/source/mod/zero-divisor.de.tex,zero-divisor?left-zero-divisor,de,linker Nullteiler
file:smglom/algebra/source/mod/zero-divisor.de.tex,zero-divisor?right-zero-divisor,de,rechter Nullteiler
file:smglom/algebra/source/mod/zero-divisor.de.tex,zero-divisor?zero-divisor,de,Nullteiler
file:smglom/algebra/source/mod/homogeneouspolynomial.de.tex,homogeneouspolynomial?homogeneous,de,homogen
file:smglom/algebra/source/mod/magma.en.tex,magma?magma,en,magma
file:smglom/algebra/source/mod/magma.en.tex,magma?base-set,en,base set
file:smglom/algebra/source/mod/magma.en.tex,magma?operation,en,operation
file:smglom/algebra/source/mod/magma.en.tex,magma?bset,en,bset
file:smglom/algebra/source/mod/period.en.tex,period?order,en,period,order
file:smglom/algebra/source/mod/period.en.tex,period?infinite-order,en,infinite order
file:smglom/algebra/source/mod/zero-divisor.en.tex,zero-divisor?left-zero-divisor,en,left zero divisor
file:smglom/algebra/source/mod/zero-divisor.en.tex,zero-divisor?right-zero-divisor,en,right zero divisor
file:smglom/algebra/source/mod/zero-divisor.en.tex,zero-divisor?zero-divisor,en,zero divisor
file:smglom/algebra/source/mod/right-unital.de.tex,right-unital?right-unital,de,rechts unitär
file:smglom/algebra/source/mod/right-unital.de.tex,right-unital?right-unit,de,Rechtseinheit,rechts neutrales Element
file:smglom/algebra/source/mod/projectivegenerallineargroup.en.tex,projectivegenerallineargroup?projective-general-linear-group,en,projective general linear group
file:smglom/algebra/source/mod/projectivegenerallineargroup.en.tex,projectivegenerallineargroup?projective-general-linear-group-fn],en,projective general linear group fn]
file:smglom/algebra/source/mod/projectivegenerallineargroup.en.tex,projectivegenerallineargroup?projective-general-linear-group],en,projective general linear group]
file:smglom/algebra/source/mod/matroid.de.tex,matroid?matroid,de,Matroid
file:smglom/algebra/source/mod/matroid.de.tex,matroid?augmentation-property,de,Austauscheigenschaft
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polynonial-sum,en,polynonial sum
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polynomial-product,en,polynomial product
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?negative-polynomial,en,negative polynomial
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?zero-polynomial,en,zero polynomial
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?one-polynomial,en,one polynomial
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polynomial-ring,en,polynomial ring
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?factor,en,factor
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polyring,en,polyring
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polynomials,en,polynomials
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polymulOp,en,polymulOp
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polymul,en,polymul
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polyaddOp,en,polyaddOp
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polyadd,en,polyadd
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polyminusOp,en,polyminusOp
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polyminus,en,polyminus
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polyone,en,polyone
file:smglom/algebra/source/mod/polynomialring.en.tex,polynomialring?polyzero,en,polyzero
file:smglom/algebra/source/mod/closureproperty.de.tex,closureproperty?closed,de,abgeschlossen
file:smglom/algebra/source/mod/period.de.tex,period?order,de,Elementordnung,Ordnung
file:smglom/algebra/source/mod/period.de.tex,period?infinite-order,de,unendliche Ordnung
file:smglom/algebra/source/mod/magma.de.tex,magma?base-set,de,Grundmenge
file:smglom/algebra/source/mod/magma.de.tex,magma?operation,de,innere Verknüpfung
file:smglom/algebra/source/mod/magma.de.tex,magma?magma,de,Binar,Operativ,Magma,Gruppoid
file:smglom/algebra/source/mod/independence-system.de.tex,independence-system?independence-system,de,Unabhängigkeitssystem
file:smglom/algebra/source/mod/independence-system.de.tex,independence-system?independent,de,unabhängig
file:smglom/algebra/source/mod/independence-system.de.tex,independence-system?dependent,de,abhängig
file:smglom/algebra/source/mod/bounded-lattice.de.tex,bounded-lattice?bounded,de,beschränkt
file:smglom/algebra/source/mod/function-zero.en.tex,function-zero?function-zero?zero,en,function-zero?zero
file:smglom/algebra/source/mod/conjugation.en.tex,conjugation?conjugate,en,conjugate
file:smglom/algebra/source/mod/conjugation.en.tex,conjugation?conjugation-homomorphism,en,conjugation homomorphism
file:smglom/algebra/source/mod/conjugation.en.tex,conjugation?conjugation,en,conjugation
file:smglom/algebra/source/mod/conjugation.en.tex,conjugation?conjugation-homomorphism],en,conjugation homomorphism]
file:smglom/algebra/source/mod/projectivealgebraicvariety.en.tex,projectivealgebraicvariety?projective-algebraic-variety,en,projective algebraic variety
file:smglom/algebra/source/mod/polynomial-equation.de.tex,polynomial-equation?polynomial-equation,de,Polynomgleichung
file:smglom/algebra/source/mod/generating-set-group.zhs.tex,generating-set-group?generated,zhs,生成
file:smglom/algebra/source/mod/generating-set-group.zhs.tex,generating-set-group?generated-subgroup,zhs,生成子 群
file:smglom/algebra/source/mod/generating-set-group.zhs.tex,generating-set-group?generates,zhs,生成的
file:smglom/algebra/source/mod/generating-set-group.zhs.tex,generating-set-group?generator,zhs,生成元
file:smglom/algebra/source/mod/separablepolynomial.en.tex,separablepolynomial?separable,en,separable
file:smglom/algebra/source/mod/euclidean-function.de.tex,euclidean-function?euclidean-function,de,Bewertungsfunktion
file:smglom/algebra/source/mod/loop.en.tex,loop?loop,en,loop
file:smglom/algebra/source/mod/ringoid.de.tex,ringoid?ringoid,de,Ringoid
file:smglom/algebra/source/mod/ringoid.de.tex,ringoid?plus,de,Addition
file:smglom/algebra/source/mod/ringoid.de.tex,ringoid?mult,de,Multiplikation
file:smglom/algebra/source/mod/ringoid.de.tex,ringoid?distributive,de,distributiv
file:smglom/algebra/source/mod/root.en.tex,root?root?root,en,root?root
file:smglom/algebra/source/mod/homogenization.en.tex,homogenization?homogenization,en,homogenization
file:smglom/algebra/source/mod/algebraic.zhs.tex,algebraic?algebraic,zhs,代数的
file:smglom/algebra/source/mod/extension-degree.en.tex,extension-degree?degree,en,degree
file:smglom/algebra/source/mod/extension-degree.en.tex,extension-degree?degree],en,degree]
file:smglom/algebra/source/mod/prime-ideal.de.tex,prime-ideal?prime-ideal,de,Primideal,prim
file:smglom/algebra/source/mod/monstergroup.zhs.tex,monstergroup?monster-group,zhs,魔群,费雪 格里斯怪兽,友善巨人
file:smglom/algebra/source/mod/field.en.tex,field?field,en,field
file:smglom/algebra/source/mod/field.en.tex,field?multiplicative-inverse,en,multiplicative inverse
file:smglom/algebra/source/mod/field.en.tex,field?division,en,division
file:smglom/algebra/source/mod/commutativemonoid.en.tex,commutativemonoid?commutative-monoid,en,commutative monoid,Abelian monoid
file:smglom/algebra/source/mod/centralizer.en.tex,centralizer?centralizer,en,centralizer
file:smglom/algebra/source/mod/closureproperty.en.tex,closureproperty?closureproperty?closed,en,closureproperty?closed
file:smglom/algebra/source/mod/monoid-homomorphism.en.tex,monoid-homomorphism?monoid-homomorphism,en,monoid homomorphism
file:smglom/algebra/source/mod/cyclic-group.en.tex,cyclic-group?cyclic-group,en,cyclic group
file:smglom/algebra/source/mod/subfield.en.tex,subfield?subfield,en,subfield
file:smglom/algebra/source/mod/subfield.en.tex,subfield?extension-field,en,extension field
file:smglom/algebra/source/mod/subfield.en.tex,subfield?field-extension,en,over,field extension
file:smglom/algebra/source/mod/subfield.en.tex,subfield?proper-subfield,en,proper subfield
file:smglom/algebra/source/mod/subfield.en.tex,subfield?proper-field-extension,en,proper field extension
file:smglom/algebra/source/mod/subfield.en.tex,subfield?field-extension],en,field extension]
file:smglom/algebra/source/mod/quasigroup.de.tex,quasigroup?quasigroup,de,Quasigruppe
file:smglom/algebra/source/mod/quasigroup.de.tex,quasigroup?left-division,de,linke division
file:smglom/algebra/source/mod/quasigroup.de.tex,quasigroup?right-division,de,rechte division
file:smglom/algebra/source/mod/euclidean-function.en.tex,euclidean-function?euclidean-function,en,Euclidean function
file:smglom/algebra/source/mod/magma.zhs.tex,magma?base-set,zhs,基集
file:smglom/algebra/source/mod/magma.zhs.tex,magma?operation,zhs,运算
file:smglom/algebra/source/mod/magma.zhs.tex,magma?magma,zhs,原群
file:smglom/algebra/source/mod/monoid.en.tex,monoid?monoid,en,monoid
file:smglom/algebra/source/mod/euclidean-domain.en.tex,euclidean-domain?euclidean-domain,en,Euclidean domain
file:smglom/algebra/source/mod/monstergroup.en.tex,monstergroup?monster-group,en,Fischer Griess monster,monster group,Friendly Giant
file:smglom/algebra/source/mod/monstergroup.en.tex,monstergroup?monster,en,monster
file:smglom/algebra/source/mod/Boolean-algebra.zhs.tex,Boolean-algebra?Boolean-algebra,zhs,布尔代数
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?left-divisor,de,link teilbar,linken Teiler
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?left-multiple,de,linkes Vielfaches
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?right-divisor,de,rechten Teiler,rechts teilbar
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?right-multiple,de,rechtes Vielfaches
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?divisor,de,teilbar,Teiler
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?multiple,de,Vielfachen
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?trivial-divisor,de,triviale divisor
file:smglom/algebra/source/mod/ring-divisor.de.tex,ring-divisor?proper-divisor,de,echter Teiler
file:smglom/algebra/source/mod/ringadjunction.en.tex,ringadjunction?adjoining,en,adjoining
file:smglom/algebra/source/mod/ringadjunction.en.tex,ringadjunction?ring-adjunction,en,ring adjunction
file:smglom/algebra/source/mod/ringadjunction.en.tex,ringadjunction?ring-adjunction],en,ring adjunction]
